<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.07	17:48:00	3003.17	3004.72	3003.17	3004.18	105	0	17
2025.04.07	17:49:00	3004.76	3006.94	3001.37	3002.35	101	0	16
2025.04.07	17:50:00	3001.84	3004.52	3000.33	3004.52	114	0	16
2025.04.07	17:51:00	3004.51	3006.19	3002.79	3003.93	118	0	17
2025.04.07	17:52:00	3004.31	3006.12	2996.76	2997.65	122	0	17
2025.04.07	17:53:00	2997.43	3001.37	2996.20	3001.17	130	0	17
2025.04.07	17:54:00	3000.81	3001.19	2997.93	2999.96	121	0	17
2025.04.07	17:55:00	3000.11	3002.23	2999.89	3002.13	110	0	17
2025.04.07	17:56:00	3002.22	3002.76	3000.91	3002.32	103	0	17
2025.04.07	17:57:00	3002.24	3003.80	3000.92	3003.06	104	0	17
2025.04.07	17:58:00	3003.05	3003.90	2999.23	2999.33	106	0	17
2025.04.07	17:59:00	2999.23	3000.70	2998.71	2999.25	107	0	17
2025.04.07	18:00:00	2999.52	2999.91	2997.78	2997.81	110	0	17
2025.04.07	18:01:00	2998.15	3000.91	2997.42	2998.87	119	0	17
2025.04.07	18:02:00	2999.03	3003.10	2998.97	3003.03	114	0	17
2025.04.07	18:03:00	3003.12	3004.72	3003.12	3004.39	116	0	17
2025.04.07	18:04:00	3004.43	3004.72	3000.41	3000.41	114	0	17
2025.04.07	18:05:00	3000.30	3000.30	2999.08	2999.66	104	0	17
2025.04.07	18:06:00	2999.71	3000.37	2996.63	2996.63	106	0	17
2025.04.07	18:07:00	2996.60	2999.00	2996.21	2998.55	109	0	17
2025.04.07	18:08:00	2998.54	2998.60	2994.27	2995.40	114	0	17
2025.04.07	18:09:00	2995.44	2995.44	2991.55	2991.74	107	0	17
2025.04.07	18:10:00	2991.55	2992.54	2989.47	2989.48	114	0	17
2025.04.07	18:11:00	2989.40	2989.80	2986.37	2986.37	120	0	15
2025.04.07	18:12:00	2986.53	2987.57	2985.59	2986.92	114	0	17
2025.04.07	18:13:00	2986.80	2987.24	2984.98	2984.98	113	0	17
2025.04.07	18:14:00	2985.00	2987.80	2983.85	2984.78	124	0	17
2025.04.07	18:15:00	2984.08	2987.54	2984.08	2986.98	124	0	16
2025.04.07	18:16:00	2986.56	2989.36	2984.59	2989.13	121	0	17
2025.04.07	18:17:00	2989.13	2989.87	2987.61	2989.80	121	0	15
2025.04.07	18:18:00	2990.21	2995.32	2989.61	2993.82	117	0	17
2025.04.07	18:19:00	2994.05	2998.76	2993.76	2994.90	132	0	17
2025.04.07	18:20:00	2994.29	2995.79	2992.47	2995.79	116	0	17
2025.04.07	18:21:00	2995.88	2996.83	2994.67	2995.09	111	0	18
2025.04.07	18:22:00	2994.31	2996.54	2994.31	2996.36	104	0	17
2025.04.07	18:23:00	2996.42	2997.40	2993.96	2994.29	113	0	17
2025.04.07	18:24:00	2994.08	2994.31	2989.71	2989.79	104	0	17
2025.04.07	18:25:00	2989.30	2993.20	2989.01	2991.42	117	0	17
2025.04.07	18:26:00	2991.42	2992.24	2989.76	2990.08	102	0	15
2025.04.07	18:27:00	2990.07	2990.07	2986.96	2987.22	95	0	17
2025.04.07	18:28:00	2987.37	2988.13	2985.22	2985.67	107	0	17
2025.04.07	18:29:00	2985.33	2987.00	2984.34	2986.66	100	0	17
2025.04.07	18:30:00	2987.11	2987.78	2984.87	2987.21	112	0	17
2025.04.07	18:31:00	2987.15	2988.66	2986.85	2987.64	114	0	17
2025.04.07	18:32:00	2987.54	2987.60	2984.06	2984.06	110	0	17
2025.04.07	18:33:00	2984.07	2985.86	2984.07	2984.71	109	0	14
2025.04.07	18:34:00	2984.71	2985.78	2981.49	2981.98	110	0	17
2025.04.07	18:35:00	2981.63	2984.56	2981.15	2982.34	119	0	17
2025.04.07	18:36:00	2982.37	2985.81	2981.17	2982.37	116	0	17
2025.04.07	18:37:00	2982.08	2983.32	2982.01	2983.32	107	0	17
2025.04.07	18:38:00	2983.31	2985.68	2983.07	2984.72	113	0	17
2025.04.07	18:39:00	2984.63	2986.08	2983.55	2984.54	107	0	17
2025.04.07	18:40:00	2984.47	2985.77	2982.82	2985.76	112	0	17
2025.04.07	18:41:00	2985.73	2986.29	2983.41	2985.60	110	0	17
2025.04.07	18:42:00	2985.50	2986.55	2983.43	2983.54	112	0	17
2025.04.07	18:43:00	2983.57	2986.05	2983.50	2985.13	112	0	12
2025.04.07	18:44:00	2985.31	2985.53	2982.85	2984.50	107	0	5
2025.04.07	18:45:00	2984.52	2985.78	2982.94	2983.25	113	0	17
2025.04.07	18:46:00	2983.11	2984.24	2981.91	2982.45	105	0	17
2025.04.07	18:47:00	2982.43	2983.88	2982.33	2982.41	108	0	17
2025.04.07	18:48:00	2982.71	2983.20	2981.14	2981.65	114	0	17
2025.04.07	18:49:00	2981.67	2982.84	2981.15	2981.97	113	0	17
2025.04.07	18:50:00	2981.97	2983.62	2981.77	2982.38	111	0	17
2025.04.07	18:51:00	2982.16	2982.16	2979.82	2980.02	112	0	14
2025.04.07	18:52:00	2980.27	2983.18	2979.81	2982.16	109	0	17
2025.04.07	18:53:00	2982.16	2982.54	2980.15	2980.89	104	0	17
2025.04.07	18:54:00	2980.93	2981.98	2979.95	2981.81	104	0	17
2025.04.07	18:55:00	2981.81	2984.53	2981.61	2983.57	107	0	17
2025.04.07	18:56:00	2983.65	2986.74	2982.97	2986.46	110	0	17
2025.04.07	18:57:00	2986.37	2986.85	2984.73	2985.72	106	0	8
2025.04.07	18:58:00	2985.62	2987.84	2984.53	2985.78	103	0	17
2025.04.07	18:59:00	2985.92	2988.07	2985.54	2987.46	107	0	17
2025.04.07	19:00:00	2987.45	2987.45	2984.30	2986.89	106	0	17
2025.04.07	19:01:00	2987.62	2987.79	2984.63	2984.98	110	0	17
2025.04.07	19:02:00	2985.11	2985.11	2982.25	2982.89	111	0	17
2025.04.07	19:03:00	2982.64	2982.96	2979.22	2980.38	113	0	17
2025.04.07	19:04:00	2980.38	2981.71	2979.79	2980.74	106	0	17
2025.04.07	19:05:00	2980.75	2982.20	2979.82	2980.38	104	0	17
2025.04.07	19:06:00	2980.14	2981.45	2979.89	2981.03	105	0	17
2025.04.07	19:07:00	2981.24	2981.77	2980.65	2981.38	98	0	17
2025.04.07	19:08:00	2981.32	2981.74	2979.85	2980.70	103	0	17
2025.04.07	19:09:00	2980.69	2980.72	2979.68	2980.24	99	0	14
2025.04.07	19:10:00	2979.81	2980.20	2979.47	2980.00	100	0	17
2025.04.07	19:11:00	2980.13	2980.53	2977.34	2980.53	111	0	14
2025.04.07	19:12:00	2980.68	2981.14	2979.93	2980.70	112	0	14
2025.04.07	19:13:00	2980.79	2983.07	2980.79	2981.46	113	0	5
2025.04.07	19:14:00	2981.63	2981.63	2979.39	2979.88	95	0	17
2025.04.07	19:15:00	2979.93	2982.06	2979.93	2981.12	98	0	17
2025.04.07	19:16:00	2981.10	2983.73	2980.59	2983.46	106	0	17
2025.04.07	19:17:00	2983.56	2985.30	2981.53	2981.63	100	0	15
2025.04.07	19:18:00	2981.51	2981.57	2979.78	2979.84	106	0	8
2025.04.07	19:19:00	2979.83	2982.40	2979.48	2981.73	98	0	17
2025.04.07	19:20:00	2981.72	2981.95	2979.53	2979.56	104	0	17
2025.04.07	19:21:00	2979.62	2980.26	2975.99	2976.16	103	0	17
2025.04.07	19:22:00	2976.07	2977.43	2975.16	2977.04	105	0	17
2025.04.07	19:23:00	2977.06	2978.24	2976.78	2978.15	102	0	17
2025.04.07	19:24:00	2978.17	2978.63	2977.05	2978.48	95	0	17
2025.04.07	19:25:00	2978.59	2981.02	2978.34	2980.92	100	0	17
2025.04.07	19:26:00	2980.89	2982.41	2979.73	2982.41	100	0	17
2025.04.07	19:27:00	2982.40	2982.48	2978.86	2979.10	99	0	17
2025.04.07	19:28:00	2979.08	2979.33	2977.60	2977.82	107	0	17
2025.04.07	19:29:00	2977.83	2978.64	2977.39	2977.86	91	0	17
2025.04.07	19:30:00	2977.77	2979.63	2977.55	2979.32	100	0	17
2025.04.07	19:31:00	2979.43	2982.45	2979.23	2982.44	100	0	17
2025.04.07	19:32:00	2982.35	2983.25	2981.78	2983.10	92	0	17
2025.04.07	19:33:00	2982.91	2984.69	2982.51	2983.07	100	0	17
2025.04.07	19:34:00	2983.15	2984.62	2982.60	2984.26	81	0	17
2025.04.07	19:35:00	2984.35	2984.67	2981.92	2982.81	91	0	17
2025.04.07	19:36:00	2982.82	2983.10	2980.80	2982.07	91	0	17
2025.04.07	19:37:00	2981.96	2981.96	2980.66	2981.40	98	0	17
2025.04.07	19:38:00	2981.55	2982.44	2980.07	2980.14	102	0	17
2025.04.07	19:39:00	2979.87	2980.16	2978.89	2979.27	88	0	17
2025.04.07	19:40:00	2979.36	2981.24	2978.67	2978.76	102	0	17
2025.04.07	19:41:00	2978.99	2978.99	2977.35	2977.75	104	0	17
2025.04.07	19:42:00	2977.74	2977.74	2975.86	2976.73	104	0	17
2025.04.07	19:43:00	2976.89	2977.91	2975.65	2975.65	105	0	17
2025.04.07	19:44:00	2975.58	2976.04	2975.13	2975.30	97	0	17
2025.04.07	19:45:00	2975.29	2975.29	2973.38	2973.67	102	0	13
2025.04.07	19:46:00	2973.59	2974.50	2973.20	2973.21	98	0	14
2025.04.07	19:47:00	2973.15	2975.65	2972.98	2974.46	98	0	17
2025.04.07	19:48:00	2974.58	2974.76	2972.83	2973.30	97	0	17
2025.04.07	19:49:00	2973.28	2973.75	2972.03	2972.57	97	0	17
2025.04.07	19:50:00	2972.33	2973.56	2971.49	2973.12	108	0	17
2025.04.07	19:51:00	2972.98	2974.36	2971.92	2973.12	115	0	17
2025.04.07	19:52:00	2973.19	2974.00	2971.85	2972.75	118	0	17
2025.04.07	19:53:00	2973.08	2973.83	2972.03	2972.35	99	0	17
2025.04.07	19:54:00	2972.53	2973.11	2970.91	2972.02	102	0	17
2025.04.07	19:55:00	2972.06	2972.69	2970.69	2971.39	99	0	17
2025.04.07	19:56:00	2971.36	2972.23	2970.58	2971.14	102	0	17
2025.04.07	19:57:00	2971.15	2972.29	2970.91	2970.94	99	0	18
2025.04.07	19:58:00	2970.99	2971.55	2970.27	2970.30	94	0	17
2025.04.07	19:59:00	2970.30	2970.96	2969.94	2970.43	99	0	17
2025.04.07	20:00:00	2970.40	2975.15	2970.40	2973.27	117	0	16
2025.04.07	20:01:00	2973.61	2975.08	2972.89	2973.46	112	0	17
2025.04.07	20:02:00	2973.43	2973.68	2971.45	2971.45	97	0	17
2025.04.07	20:03:00	2971.24	2972.31	2969.83	2970.94	98	0	16
2025.04.07	20:04:00	2971.00	2971.00	2965.67	2966.48	99	0	14
2025.04.07	20:05:00	2966.44	2969.79	2966.44	2969.06	102	0	17
2025.04.07	20:06:00	2968.78	2970.71	2967.34	2967.42	99	0	17
2025.04.07	20:07:00	2967.44	2968.36	2965.77	2966.77	85	0	17
2025.04.07	20:08:00	2966.82	2966.82	2963.69	2963.92	78	0	17
2025.04.07	20:09:00	2963.53	2963.72	2960.85	2962.32	109	0	17
2025.04.07	20:10:00	2962.34	2962.99	2961.63	2962.18	113	0	17
2025.04.07	20:11:00	2962.29	2963.88	2959.59	2960.36	117	0	17
2025.04.07	20:12:00	2960.37	2962.29	2960.10	2960.26	116	0	17
2025.04.07	20:13:00	2960.27	2964.84	2960.18	2964.08	110	0	17
2025.04.07	20:14:00	2963.96	2966.91	2963.39	2966.20	114	0	16
2025.04.07	20:15:00	2965.59	2967.27	2964.82	2966.35	110	0	17
2025.04.07	20:16:00	2966.26	2967.36	2964.94	2966.33	106	0	17
2025.04.07	20:17:00	2966.53	2966.61	2965.07	2965.83	105	0	15
2025.04.07	20:18:00	2966.07	2967.11	2965.20	2966.90	110	0	17
2025.04.07	20:19:00	2966.94	2969.25	2966.94	2967.38	103	0	17
2025.04.07	20:20:00	2967.34	2967.39	2965.39	2966.65	109	0	17
2025.04.07	20:21:00	2966.07	2967.19	2964.91	2966.69	115	0	17
2025.04.07	20:22:00	2966.62	2969.65	2966.19	2967.60	101	0	17
2025.04.07	20:23:00	2967.51	2968.81	2966.51	2968.16	110	0	17
2025.04.07	20:24:00	2967.85	2969.47	2966.20	2969.08	114	0	17
2025.04.07	20:25:00	2969.14	2970.44	2967.16	2967.84	117	0	17
2025.04.07	20:26:00	2967.89	2968.53	2966.42	2967.41	107	0	17
2025.04.07	20:27:00	2967.41	2967.72	2965.36	2965.36	107	0	17
2025.04.07	20:28:00	2965.39	2966.30	2963.61	2963.67	115	0	17
2025.04.07	20:29:00	2963.70	2963.70	2956.89	2958.95	124	0	17
2025.04.07	20:30:00	2958.27	2959.76	2956.26	2958.84	111	0	17
2025.04.07	20:31:00	2959.01	2960.48	2957.51	2958.30	114	0	18
2025.04.07	20:32:00	2958.26	2959.07	2957.53	2958.77	104	0	17
2025.04.07	20:33:00	2958.83	2959.87	2957.77	2959.32	109	0	17
2025.04.07	20:34:00	2958.98	2962.59	2958.56	2962.45	107	0	17
2025.04.07	20:35:00	2962.20	2962.68	2961.14	2961.49	109	0	17
2025.04.07	20:36:00	2961.34	2963.65	2961.34	2962.76	103	0	17
2025.04.07	20:37:00	2962.57	2964.54	2961.91	2963.78	102	0	17
2025.04.07	20:38:00	2964.26	2965.87	2963.44	2965.76	97	0	17
2025.04.07	20:39:00	2965.76	2967.65	2965.09	2965.40	104	0	17
2025.04.07	20:40:00	2965.61	2965.96	2964.15	2964.68	96	0	17
2025.04.07	20:41:00	2964.73	2966.17	2964.66	2965.60	101	0	17
2025.04.07	20:42:00	2965.70	2968.86	2965.61	2968.84	105	0	17
2025.04.07	20:43:00	2968.89	2968.89	2966.93	2968.22	97	0	17
2025.04.07	20:44:00	2968.06	2968.75	2967.85	2968.19	105	0	17
2025.04.07	20:45:00	2968.51	2969.93	2967.72	2967.77	106	0	17
2025.04.07	20:46:00	2968.04	2969.16	2966.19	2968.31	114	0	17
2025.04.07	20:47:00	2968.35	2969.94	2968.30	2968.89	98	0	16
2025.04.07	20:48:00	2968.76	2969.19	2967.15	2967.97	97	0	17
2025.04.07	20:49:00	2967.74	2968.05	2966.09	2967.72	106	0	17
2025.04.07	20:50:00	2967.68	2969.96	2967.47	2968.95	105	0	17
2025.04.07	20:51:00	2968.89	2970.29	2968.25	2969.76	98	0	17
2025.04.07	20:52:00	2970.00	2970.52	2968.69	2969.69	91	0	17
2025.04.07	20:53:00	2969.68	2972.82	2969.66	2972.08	102	0	17
2025.04.07	20:54:00	2972.36	2972.68	2971.99	2972.02	93	0	8
2025.04.07	20:55:00	2972.12	2972.48	2970.31	2971.32	104	0	17
2025.04.07	20:56:00	2971.32	2973.66	2971.27	2973.40	97	0	17
2025.04.07	20:57:00	2973.53	2973.53	2972.47	2972.78	100	0	17
2025.04.07	20:58:00	2972.78	2972.88	2971.88	2971.98	97	0	17
2025.04.07	20:59:00	2971.98	2972.11	2970.14	2970.14	104	0	17
2025.04.07	21:00:00	2970.07	2971.20	2969.48	2969.93	103	0	17
2025.04.07	21:01:00	2970.00	2970.70	2969.34	2970.25	106	0	17
2025.04.07	21:02:00	2970.30	2972.42	2970.02	2972.40	102	0	17
2025.04.07	21:03:00	2972.37	2972.40	2970.99	2972.01	91	0	17
2025.04.07	21:04:00	2972.05	2972.63	2971.56	2971.75	101	0	17
2025.04.07	21:05:00	2971.52	2971.52	2970.39	2971.30	100	0	17
2025.04.07	21:06:00	2971.40	2971.42	2969.34	2969.52	104	0	17
2025.04.07	21:07:00	2969.70	2973.38	2969.54	2973.27	103	0	17
2025.04.07	21:08:00	2973.23	2973.23	2970.92	2971.25	100	0	17
2025.04.07	21:09:00	2971.14	2971.20	2969.35	2970.29	94	0	17
2025.04.07	21:10:00	2970.27	2971.63	2969.73	2970.95	92	0	17
2025.04.07	21:11:00	2970.95	2971.52	2970.38	2971.23	92	0	17
2025.04.07	21:12:00	2971.22	2971.23	2969.30	2970.34	99	0	10
2025.04.07	21:13:00	2970.36	2971.56	2970.09	2971.41	97	0	10
2025.04.07	21:14:00	2971.20	2971.78	2970.54	2970.93	94	0	17
2025.04.07	21:15:00	2970.99	2970.99	2969.73	2970.89	88	0	17
2025.04.07	21:16:00	2970.78	2972.22	2969.77	2970.26	102	0	17
2025.04.07	21:17:00	2970.16	2972.34	2969.76	2972.12	97	0	17
2025.04.07	21:18:00	2972.15	2973.26	2971.92	2972.50	106	0	17
2025.04.07	21:19:00	2972.52	2972.52	2971.34	2971.81	97	0	17
2025.04.07	21:20:00	2971.55	2972.66	2971.55	2972.00	96	0	17
2025.04.07	21:21:00	2972.03	2973.02	2971.78	2972.71	88	0	17
2025.04.07	21:22:00	2972.65	2974.03	2972.65	2973.70	96	0	17
2025.04.07	21:23:00	2973.53	2973.53	2971.10	2971.46	95	0	17
2025.04.07	21:24:00	2971.45	2972.77	2970.56	2972.68	97	0	17
2025.04.07	21:25:00	2972.71	2972.90	2971.02	2971.12	86	0	17
2025.04.07	21:26:00	2971.10	2971.65	2970.13	2970.57	97	0	17
2025.04.07	21:27:00	2970.69	2971.99	2970.47	2971.51	94	0	17
2025.04.07	21:28:00	2971.51	2971.52	2969.43	2969.52	108	0	17
2025.04.07	21:29:00	2969.66	2970.22	2969.17	2969.79	99	0	17
2025.04.07	21:30:00	2969.89	2970.85	2969.46	2970.21	108	0	17
2025.04.07	21:31:00	2970.30	2970.64	2968.57	2969.79	96	0	17
2025.04.07	21:32:00	2969.75	2970.04	2968.91	2969.47	100	0	16
2025.04.07	21:33:00	2969.40	2970.50	2969.40	2969.95	98	0	17
2025.04.07	21:34:00	2969.97	2971.86	2969.79	2971.84	88	0	17
2025.04.07	21:35:00	2971.75	2972.91	2971.25	2972.91	96	0	16
2025.04.07	21:36:00	2972.94	2974.04	2971.77	2974.04	101	0	17
2025.04.07	21:37:00	2974.04	2975.70	2973.68	2975.08	97	0	17
2025.04.07	21:38:00	2975.11	2976.18	2974.76	2975.65	102	0	12
2025.04.07	21:39:00	2975.66	2975.90	2974.87	2974.98	98	0	13
2025.04.07	21:40:00	2975.06	2976.25	2974.40	2976.25	101	0	8
2025.04.07	21:41:00	2976.46	2976.67	2974.66	2974.78	101	0	17
2025.04.07	21:42:00	2974.88	2974.88	2973.41	2973.82	101	0	17
2025.04.07	21:43:00	2973.84	2973.93	2972.69	2973.06	97	0	17
2025.04.07	21:44:00	2973.14	2973.25	2971.56	2971.84	95	0	17
2025.04.07	21:45:00	2971.80	2971.80	2970.73	2970.82	83	0	17
2025.04.07	21:46:00	2971.06	2972.01	2970.40	2971.62	91	0	17
2025.04.07	21:47:00	2971.55	2972.37	2970.81	2970.92	96	0	17
2025.04.07	21:48:00	2970.92	2972.42	2970.40	2972.09	96	0	17
2025.04.07	21:49:00	2972.11	2972.11	2970.10	2970.31	98	0	17
2025.04.07	21:50:00	2970.21	2970.21	2967.50	2967.50	95	0	17
2025.04.07	21:51:00	2967.44	2968.10	2966.04	2966.70	90	0	17
2025.04.07	21:52:00	2966.96	2967.76	2966.89	2967.12	89	0	17
2025.04.07	21:53:00	2967.11	2967.71	2966.37	2967.01	94	0	17
2025.04.07	21:54:00	2966.93	2967.02	2964.97	2965.24	91	0	17
2025.04.07	21:55:00	2965.07	2965.26	2963.96	2964.16	97	0	17
2025.04.07	21:56:00	2964.23	2965.19	2963.94	2965.17	81	0	14
2025.04.07	21:57:00	2965.14	2965.94	2964.96	2965.43	65	0	17
2025.04.07	21:58:00	2965.37	2965.98	2964.12	2965.39	63	0	17
2025.04.07	21:59:00	2965.39	2966.39	2965.31	2965.78	76	0	17
2025.04.07	22:00:00	2965.79	2968.11	2965.32	2967.40	101	0	17
2025.04.07	22:01:00	2967.62	2968.43	2967.10	2968.43	80	0	17
2025.04.07	22:02:00	2968.40	2970.05	2967.11	2969.93	99	0	17
2025.04.07	22:03:00	2970.13	2971.45	2969.57	2970.59	95	0	17
2025.04.07	22:04:00	2970.50	2972.14	2969.78	2971.36	102	0	17
2025.04.07	22:05:00	2971.35	2972.20	2970.81	2972.20	98	0	17
2025.04.07	22:06:00	2972.29	2972.85	2971.32	2971.32	96	0	17
2025.04.07	22:07:00	2971.31	2971.59	2970.74	2970.91	96	0	17
2025.04.07	22:08:00	2970.91	2971.97	2970.54	2971.80	88	0	17
2025.04.07	22:09:00	2971.60	2972.17	2968.66	2968.67	107	0	17
2025.04.07	22:10:00	2968.57	2969.23	2968.08	2968.95	99	0	17
2025.04.07	22:11:00	2968.87	2970.30	2968.87	2969.81	97	0	17
2025.04.07	22:12:00	2969.76	2971.45	2969.76	2971.45	96	0	17
2025.04.07	22:13:00	2971.42	2971.72	2970.84	2971.23	91	0	14
2025.04.07	22:14:00	2971.21	2971.76	2970.76	2971.76	77	0	17
2025.04.07	22:15:00	2971.28	2971.31	2969.88	2970.12	91	0	17
2025.04.07	22:16:00	2970.41	2971.01	2969.44	2970.50	73	0	17
2025.04.07	22:17:00	2970.51	2971.71	2970.29	2971.04	94	0	17
2025.04.07	22:18:00	2971.16	2971.75	2970.43	2971.72	105	0	17
2025.04.07	22:19:00	2971.56	2972.02	2970.79	2971.83	92	0	15
2025.04.07	22:20:00	2971.87	2973.40	2971.87	2972.95	85	0	17
2025.04.07	22:21:00	2972.93	2973.04	2971.80	2972.87	92	0	17
2025.04.07	22:22:00	2972.90	2974.29	2972.62	2973.43	96	0	17
2025.04.07	22:23:00	2973.34	2974.59	2972.96	2974.49	93	0	17
2025.04.07	22:24:00	2974.48	2975.14	2973.85	2974.85	105	0	17
2025.04.07	22:25:00	2974.98	2975.40	2974.43	2974.87	97	0	17
2025.04.07	22:26:00	2974.84	2974.99	2973.45	2973.88	93	0	17
2025.04.07	22:27:00	2973.92	2975.06	2973.02	2974.58	105	0	17
2025.04.07	22:28:00	2974.61	2975.44	2974.11	2974.11	93	0	17
2025.04.07	22:29:00	2974.14	2974.87	2973.94	2974.11	103	0	17
2025.04.07	22:30:00	2974.22	2974.81	2973.55	2974.35	90	0	17
2025.04.07	22:31:00	2974.33	2975.39	2974.33	2975.12	100	0	17
2025.04.07	22:32:00	2975.07	2978.32	2975.07	2977.96	100	0	17
2025.04.07	22:33:00	2978.07	2978.26	2977.03	2977.47	103	0	17
2025.04.07	22:34:00	2977.37	2978.23	2977.28	2977.53	92	0	17
2025.04.07	22:35:00	2977.59	2978.02	2977.51	2977.60	101	0	17
2025.04.07	22:36:00	2977.59	2977.59	2976.06	2977.59	101	0	17
2025.04.07	22:37:00	2977.55	2979.65	2977.23	2979.33	98	0	17
2025.04.07	22:38:00	2979.46	2982.21	2979.46	2981.45	113	0	17
2025.04.07	22:39:00	2981.46	2981.50	2979.51	2979.69	105	0	17
2025.04.07	22:40:00	2979.67	2980.77	2978.70	2979.46	100	0	17
2025.04.07	22:41:00	2979.18	2980.07	2978.70	2979.40	102	0	17
2025.04.07	22:42:00	2979.34	2979.78	2978.00	2978.58	99	0	16
2025.04.07	22:43:00	2978.80	2979.27	2977.95	2978.93	100	0	17
2025.04.07	22:44:00	2978.84	2979.33	2978.15	2978.36	90	0	17
2025.04.07	22:45:00	2978.48	2978.78	2978.04	2978.47	100	0	17
2025.04.07	22:46:00	2978.48	2978.48	2977.69	2977.84	90	0	22
2025.04.07	22:47:00	2977.95	2978.13	2976.89	2977.44	61	0	24
2025.04.07	22:48:00	2977.14	2977.25	2976.45	2977.25	77	0	43
2025.04.07	22:49:00	2977.25	2977.60	2976.60	2976.60	83	0	78
2025.04.07	22:50:00	2976.65	2977.25	2976.16	2976.94	64	0	59
2025.04.07	22:51:00	2976.92	2978.05	2976.23	2977.79	83	0	60
2025.04.07	22:52:00	2977.79	2977.80	2976.09	2976.58	77	0	60
2025.04.07	22:53:00	2976.56	2977.53	2976.24	2977.17	67	0	41
2025.04.07	22:54:00	2977.20	2977.20	2975.70	2975.74	76	0	58
2025.04.07	22:55:00	2975.82	2977.35	2975.24	2977.25	85	0	25
2025.04.07	22:56:00	2977.25	2977.75	2976.53	2977.05	67	0	51
2025.04.07	22:57:00	2977.05	2978.52	2976.61	2977.68	83	0	48
2025.04.07	22:58:00	2977.55	2977.55	2975.44	2975.64	73	0	63
2025.04.07	22:59:00	2975.23	2976.45	2974.52	2976.45	80	0	7
2025.04.07	23:00:00	2976.50	2976.50	2971.33	2971.91	62	0	19
2025.04.07	23:01:00	2971.71	2972.27	2969.57	2970.73	81	0	110
2025.04.07	23:02:00	2971.15	2972.99	2969.50	2971.94	79	0	99
2025.04.07	23:03:00	2971.84	2974.57	2971.71	2973.87	55	0	110
2025.04.07	23:04:00	2974.11	2974.98	2973.80	2974.98	48	0	5
2025.04.07	23:05:00	2974.98	2975.40	2974.85	2974.96	40	0	131
2025.04.07	23:06:00	2974.84	2976.40	2974.72	2975.83	42	0	130
2025.04.07	23:07:00	2975.77	2976.29	2975.38	2975.92	39	0	138
2025.04.07	23:08:00	2975.86	2977.20	2975.86	2976.79	35	0	123
2025.04.07	23:09:00	2976.91	2977.05	2976.36	2976.77	29	0	144
2025.04.07	23:10:00	2976.73	2977.94	2976.66	2977.94	38	0	155
2025.04.07	23:11:00	2977.94	2978.51	2977.84	2978.27	55	0	145
2025.04.07	23:12:00	2978.31	2978.90	2977.85	2978.80	38	0	146
2025.04.07	23:13:00	2978.64	2980.25	2978.64	2978.94	42	0	137
2025.04.07	23:14:00	2978.71	2979.50	2978.60	2978.87	44	0	135
2025.04.07	23:15:00	2979.06	2981.18	2979.06	2980.80	55	0	127
2025.04.07	23:16:00	2980.80	2981.92	2980.54	2981.30	62	0	125
2025.04.07	23:17:00	2981.30	2982.06	2980.81	2981.94	49	0	137
2025.04.07	23:18:00	2981.99	2982.58	2981.39	2981.39	41	0	147
2025.04.07	23:19:00	2981.39	2982.27	2981.30	2982.12	33	0	130
2025.04.07	23:20:00	2982.13	2984.65	2981.91	2984.65	36	0	122
2025.04.07	23:21:00	2984.51	2984.80	2983.26	2983.44	34	0	125
2025.04.07	23:22:00	2983.44	2984.83	2983.10	2984.40	47	0	104
2025.04.07	23:23:00	2984.73	2985.17	2983.93	2984.22	42	0	91
2025.04.07	23:24:00	2984.21	2985.42	2984.08	2984.62	35	0	73
